store_sales(in millions),unit_sales(in millions),total_children,num_children_at_home,avg_cars_at home(approx).1,gross_weight,recyclable_package,low_fat,units_per_case,store_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost
6.96,4.0,0.0,0.0,2.0,15.4,0.0,0.0,34.0,21215.0,1.0,0.0,0.0,0.0,0.0,114.01
9.87,3.0,0.0,0.0,3.0,8.86,1.0,1.0,5.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
14.0,4.0,3.0,0.0,1.0,6.12,1.0,1.0,13.0,30797.0,1.0,1.0,1.0,1.0,1.0,62.4
4.54,2.0,4.0,3.0,4.0,19.6,0.0,0.0,6.0,30797.0,1.0,1.0,1.0,1.0,1.0,53.29
9.92,4.0,2.0,0.0,3.0,20.4,1.0,1.0,25.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.72
5.4,2.0,3.0,1.0,2.0,18.3,0.0,0.0,4.0,30584.0,1.0,1.0,1.0,1.0,1.0,105.28
7.12,4.0,3.0,2.0,2.0,19.0,1.0,0.0,19.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
4.68,2.0,4.0,3.0,3.0,17.0,1.0,1.0,31.0,30584.0,1.0,1.0,1.0,1.0,1.0,86.79
11.72,4.0,0.0,0.0,2.0,18.9,1.0,0.0,31.0,34791.0,0.0,0.0,1.0,1.0,0.0,95.98
8.4,4.0,3.0,0.0,0.0,18.0,0.0,0.0,7.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
7.77,3.0,1.0,0.0,3.0,17.6,0.0,0.0,31.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
5.7,3.0,2.0,0.0,3.0,20.2,0.0,0.0,9.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.01
10.8,4.0,2.0,2.0,3.0,18.3,0.0,0.0,4.0,30797.0,1.0,1.0,1.0,1.0,1.0,62.4
7.44,3.0,4.0,3.0,3.0,20.4,1.0,1.0,25.0,21215.0,1.0,0.0,0.0,0.0,0.0,59.19
5.44,4.0,1.0,1.0,4.0,18.4,0.0,0.0,18.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
15.48,4.0,4.0,0.0,1.0,21.7,1.0,0.0,15.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
11.88,3.0,1.0,0.0,2.0,6.78,0.0,1.0,13.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
3.45,3.0,3.0,0.0,3.0,13.1,1.0,0.0,2.0,33858.0,1.0,0.0,1.0,1.0,1.0,94.63
10.08,3.0,1.0,0.0,4.0,8.55,1.0,1.0,2.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
11.01,3.0,0.0,0.0,3.0,7.87,0.0,1.0,33.0,39696.0,0.0,0.0,1.0,1.0,0.0,140.9
3.1,2.0,5.0,0.0,1.0,17.5,1.0,1.0,17.0,33858.0,1.0,0.0,1.0,1.0,1.0,73.05
1.77,3.0,4.0,0.0,1.0,18.3,1.0,0.0,26.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
5.04,3.0,1.0,0.0,1.0,10.4,1.0,0.0,11.0,20319.0,0.0,0.0,0.0,0.0,0.0,119.3
4.32,2.0,2.0,0.0,2.0,16.2,1.0,0.0,20.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
11.04,4.0,4.0,0.0,2.0,6.81,0.0,1.0,7.0,33858.0,1.0,0.0,1.0,1.0,1.0,138.81
3.66,3.0,4.0,3.0,3.0,12.6,0.0,1.0,23.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
6.96,3.0,2.0,0.0,3.0,15.0,1.0,1.0,13.0,34452.0,1.0,0.0,0.0,0.0,1.0,51.16
2.9,1.0,5.0,3.0,3.0,12.5,0.0,1.0,11.0,22478.0,1.0,0.0,0.0,0.0,0.0,136.43
3.88,4.0,1.0,0.0,2.0,9.8,1.0,0.0,18.0,23759.0,1.0,0.0,1.0,1.0,1.0,89.9
2.07,3.0,0.0,0.0,2.0,8.63,0.0,1.0,15.0,20319.0,0.0,0.0,0.0,0.0,0.0,67.2
4.8,3.0,1.0,0.0,4.0,7.5,1.0,0.0,30.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
4.98,3.0,4.0,2.0,3.0,7.26,0.0,0.0,24.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
3.45,3.0,2.0,0.0,3.0,21.7,0.0,0.0,35.0,33858.0,1.0,0.0,1.0,1.0,1.0,138.81
5.91,3.0,5.0,0.0,4.0,8.17,0.0,1.0,32.0,23688.0,1.0,1.0,1.0,1.0,1.0,128.2
3.4,4.0,5.0,0.0,3.0,8.57,1.0,0.0,27.0,33858.0,1.0,0.0,1.0,1.0,1.0,115.13
7.16,2.0,0.0,0.0,1.0,11.4,1.0,0.0,28.0,38382.0,0.0,0.0,0.0,0.0,0.0,148.62
3.39,3.0,1.0,0.0,2.0,7.95,0.0,0.0,5.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.97
10.88,4.0,1.0,0.0,3.0,14.2,1.0,0.0,4.0,23593.0,0.0,0.0,0.0,0.0,0.0,103.9
10.38,3.0,2.0,0.0,3.0,11.2,0.0,1.0,26.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
4.42,2.0,2.0,0.0,3.0,18.5,0.0,0.0,20.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
8.82,3.0,1.0,1.0,2.0,21.9,1.0,0.0,22.0,27694.0,1.0,1.0,1.0,1.0,1.0,123.61
5.28,4.0,5.0,3.0,3.0,18.6,1.0,0.0,28.0,33858.0,1.0,0.0,1.0,1.0,1.0,115.13
5.8,4.0,2.0,0.0,1.0,9.65,1.0,0.0,14.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
2.64,4.0,1.0,0.0,2.0,17.9,1.0,1.0,9.0,30584.0,1.0,1.0,1.0,1.0,1.0,105.28
5.96,2.0,1.0,1.0,4.0,6.42,0.0,0.0,3.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
1.36,2.0,2.0,2.0,3.0,16.0,1.0,0.0,21.0,23759.0,1.0,0.0,1.0,1.0,1.0,121.93
7.92,4.0,4.0,0.0,1.0,12.4,1.0,0.0,12.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
5.1,3.0,3.0,2.0,4.0,18.1,0.0,0.0,4.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
4.41,3.0,2.0,0.0,4.0,17.2,0.0,1.0,5.0,23112.0,1.0,1.0,1.0,1.0,1.0,75.22
3.16,2.0,1.0,0.0,3.0,21.1,0.0,0.0,5.0,39696.0,0.0,0.0,1.0,1.0,0.0,82.61
3.7,2.0,1.0,0.0,1.0,16.4,1.0,0.0,19.0,21215.0,1.0,0.0,0.0,0.0,0.0,99.77
10.16,4.0,0.0,0.0,0.0,21.0,1.0,1.0,25.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
2.56,2.0,0.0,0.0,4.0,15.3,1.0,0.0,8.0,28206.0,1.0,0.0,0.0,0.0,0.0,117.93
4.89,3.0,3.0,0.0,1.0,15.3,1.0,0.0,12.0,23598.0,0.0,0.0,0.0,0.0,1.0,128.2
2.01,3.0,2.0,2.0,3.0,7.11,0.0,1.0,16.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
5.68,2.0,2.0,0.0,3.0,11.1,0.0,1.0,22.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
4.8,4.0,3.0,0.0,1.0,11.5,1.0,1.0,22.0,34452.0,1.0,0.0,0.0,0.0,1.0,51.16
5.52,2.0,3.0,0.0,3.0,11.0,1.0,1.0,1.0,30268.0,0.0,0.0,0.0,0.0,0.0,59.4
5.34,2.0,3.0,0.0,4.0,12.8,1.0,0.0,16.0,23688.0,1.0,1.0,1.0,1.0,1.0,117.86
1.71,3.0,2.0,1.0,2.0,21.7,1.0,0.0,22.0,23112.0,1.0,1.0,1.0,1.0,1.0,51.0
2.85,3.0,4.0,4.0,4.0,13.8,1.0,0.0,6.0,39696.0,0.0,0.0,1.0,1.0,0.0,118.25
3.18,2.0,0.0,0.0,1.0,20.0,0.0,0.0,28.0,30268.0,0.0,0.0,0.0,0.0,0.0,135.5
11.37,3.0,5.0,0.0,1.0,13.9,1.0,1.0,22.0,30584.0,1.0,1.0,1.0,1.0,1.0,86.79
1.53,3.0,2.0,1.0,2.0,17.6,1.0,1.0,30.0,30584.0,1.0,1.0,1.0,1.0,1.0,148.62
2.68,4.0,4.0,2.0,3.0,21.0,1.0,0.0,1.0,27694.0,1.0,1.0,1.0,1.0,1.0,126.62
6.54,2.0,3.0,2.0,2.0,13.9,1.0,0.0,1.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
4.92,2.0,2.0,0.0,1.0,20.4,1.0,1.0,16.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
1.83,3.0,0.0,0.0,0.0,15.2,0.0,0.0,12.0,39696.0,0.0,0.0,1.0,1.0,0.0,64.84
4.58,2.0,2.0,1.0,1.0,15.0,0.0,0.0,31.0,33858.0,1.0,0.0,1.0,1.0,1.0,69.65
9.16,4.0,4.0,4.0,4.0,18.4,1.0,0.0,27.0,23593.0,0.0,0.0,0.0,0.0,0.0,103.9
5.58,3.0,4.0,0.0,3.0,13.5,1.0,0.0,16.0,33858.0,1.0,0.0,1.0,1.0,1.0,51.12
3.44,2.0,3.0,0.0,4.0,18.6,1.0,0.0,27.0,21215.0,1.0,0.0,0.0,0.0,0.0,131.46
5.58,3.0,0.0,0.0,1.0,6.15,0.0,1.0,27.0,23112.0,1.0,1.0,1.0,1.0,1.0,107.2
2.8,4.0,3.0,3.0,2.0,10.8,0.0,0.0,19.0,39696.0,0.0,0.0,1.0,1.0,0.0,86.21
3.45,5.0,4.0,0.0,3.0,8.63,0.0,1.0,15.0,23688.0,1.0,1.0,1.0,1.0,1.0,101.96
11.91,3.0,2.0,0.0,1.0,10.8,0.0,0.0,26.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
2.7,2.0,0.0,0.0,3.0,12.0,0.0,0.0,5.0,23759.0,1.0,0.0,1.0,1.0,1.0,75.76
1.48,2.0,4.0,0.0,2.0,8.69,0.0,0.0,11.0,22478.0,1.0,0.0,0.0,0.0,0.0,105.26
6.66,3.0,4.0,0.0,1.0,16.1,1.0,0.0,29.0,23598.0,0.0,0.0,0.0,0.0,1.0,146.41
10.35,3.0,2.0,2.0,1.0,13.7,1.0,0.0,26.0,23598.0,0.0,0.0,0.0,0.0,1.0,147.17
6.42,2.0,0.0,0.0,1.0,15.8,1.0,1.0,1.0,28206.0,1.0,0.0,0.0,0.0,0.0,109.03
3.39,3.0,3.0,3.0,2.0,14.1,1.0,0.0,15.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.46
7.89,3.0,5.0,3.0,3.0,10.1,1.0,1.0,28.0,23688.0,1.0,1.0,1.0,1.0,1.0,81.79
10.96,4.0,1.0,0.0,2.0,21.9,1.0,0.0,9.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
7.41,3.0,5.0,0.0,4.0,14.5,0.0,1.0,23.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
11.76,4.0,2.0,0.0,0.0,19.3,0.0,0.0,34.0,23688.0,1.0,1.0,1.0,1.0,1.0,85.88
2.07,3.0,4.0,0.0,3.0,14.7,1.0,0.0,14.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
7.14,3.0,4.0,2.0,1.0,7.97,1.0,0.0,21.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.34
10.44,4.0,3.0,1.0,3.0,21.7,1.0,1.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,94.63
4.62,3.0,2.0,1.0,4.0,15.5,1.0,1.0,4.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
7.6,5.0,3.0,3.0,4.0,17.9,0.0,0.0,19.0,30268.0,0.0,0.0,0.0,0.0,0.0,57.52
5.4,4.0,4.0,0.0,2.0,16.4,1.0,0.0,6.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
7.89,3.0,1.0,0.0,3.0,16.2,0.0,1.0,30.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
7.38,3.0,3.0,0.0,3.0,20.4,1.0,1.0,16.0,21215.0,1.0,0.0,0.0,0.0,0.0,145.41
4.64,2.0,0.0,0.0,0.0,8.48,0.0,0.0,11.0,27694.0,1.0,1.0,1.0,1.0,1.0,111.51
6.45,3.0,5.0,0.0,3.0,16.0,1.0,0.0,30.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
13.35,5.0,3.0,0.0,2.0,19.0,1.0,0.0,29.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.4
5.84,4.0,5.0,3.0,3.0,18.3,1.0,1.0,24.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
1.14,2.0,1.0,1.0,3.0,16.9,1.0,0.0,6.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
13.96,4.0,5.0,0.0,2.0,11.6,1.0,0.0,27.0,33858.0,1.0,0.0,1.0,1.0,1.0,94.63
10.16,4.0,4.0,2.0,2.0,21.0,1.0,1.0,25.0,34452.0,1.0,0.0,0.0,0.0,1.0,132.88
11.85,3.0,2.0,0.0,3.0,15.9,1.0,1.0,7.0,30797.0,1.0,1.0,1.0,1.0,1.0,62.4
1.77,3.0,4.0,0.0,3.0,17.3,0.0,1.0,23.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.55
14.84,4.0,3.0,0.0,2.0,11.8,0.0,0.0,28.0,21215.0,1.0,0.0,0.0,0.0,0.0,144.18
8.88,3.0,1.0,0.0,3.0,9.43,1.0,0.0,32.0,33858.0,1.0,0.0,1.0,1.0,1.0,139.37
3.28,2.0,0.0,0.0,1.0,20.7,0.0,0.0,1.0,30584.0,1.0,1.0,1.0,1.0,1.0,62.74
7.1,2.0,2.0,0.0,3.0,18.6,1.0,0.0,14.0,23593.0,0.0,0.0,0.0,0.0,0.0,137.47
5.9,2.0,2.0,2.0,3.0,17.9,1.0,0.0,10.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
7.92,3.0,2.0,2.0,1.0,12.6,1.0,1.0,10.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.29
1.12,2.0,4.0,0.0,1.0,12.2,1.0,0.0,36.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
14.44,4.0,4.0,0.0,3.0,13.7,1.0,1.0,11.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
7.05,3.0,1.0,0.0,2.0,9.06,1.0,0.0,2.0,30268.0,0.0,0.0,0.0,0.0,0.0,79.95
7.52,2.0,2.0,1.0,3.0,9.41,1.0,0.0,24.0,33858.0,1.0,0.0,1.0,1.0,1.0,94.63
7.47,3.0,1.0,0.0,2.0,11.5,1.0,1.0,26.0,21215.0,1.0,0.0,0.0,0.0,0.0,145.41
8.5,5.0,4.0,4.0,4.0,12.7,1.0,0.0,3.0,20319.0,0.0,0.0,0.0,0.0,0.0,72.61
5.85,5.0,4.0,0.0,2.0,9.22,1.0,0.0,8.0,20319.0,0.0,0.0,0.0,0.0,0.0,109.93
5.13,3.0,3.0,0.0,2.0,13.4,1.0,0.0,22.0,33858.0,1.0,0.0,1.0,1.0,1.0,94.63
5.34,3.0,3.0,0.0,2.0,13.4,1.0,0.0,25.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
4.47,3.0,2.0,1.0,3.0,7.33,0.0,0.0,4.0,23112.0,1.0,1.0,1.0,1.0,1.0,107.2
7.14,3.0,2.0,1.0,1.0,16.1,1.0,0.0,14.0,23112.0,1.0,1.0,1.0,1.0,1.0,75.22
2.82,1.0,0.0,0.0,3.0,21.6,1.0,1.0,18.0,28206.0,1.0,0.0,0.0,0.0,0.0,101.57
11.61,3.0,4.0,0.0,2.0,9.55,1.0,1.0,29.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
13.44,4.0,2.0,0.0,1.0,11.6,1.0,1.0,21.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
2.92,2.0,1.0,0.0,3.0,17.0,1.0,1.0,34.0,39696.0,0.0,0.0,1.0,1.0,0.0,140.9
5.43,3.0,4.0,4.0,2.0,6.27,0.0,0.0,3.0,30268.0,0.0,0.0,0.0,0.0,0.0,64.99
1.44,2.0,2.0,1.0,2.0,19.6,1.0,1.0,24.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
7.4,4.0,3.0,0.0,4.0,16.4,1.0,0.0,19.0,23598.0,0.0,0.0,0.0,0.0,1.0,64.76
5.18,2.0,3.0,0.0,3.0,11.3,0.0,1.0,2.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
4.86,2.0,2.0,2.0,3.0,18.8,1.0,0.0,21.0,33858.0,1.0,0.0,1.0,1.0,1.0,109.06
7.22,2.0,0.0,0.0,2.0,13.7,1.0,1.0,11.0,30797.0,1.0,1.0,1.0,1.0,1.0,131.62
5.79,3.0,1.0,0.0,4.0,6.14,0.0,0.0,33.0,39696.0,0.0,0.0,1.0,1.0,0.0,118.25
1.14,2.0,2.0,2.0,1.0,16.9,1.0,1.0,16.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
11.72,4.0,4.0,3.0,2.0,11.9,1.0,0.0,15.0,20319.0,0.0,0.0,0.0,0.0,0.0,126.24
1.68,2.0,1.0,0.0,3.0,13.1,1.0,0.0,18.0,38382.0,0.0,0.0,0.0,0.0,0.0,132.6
15.52,4.0,3.0,2.0,2.0,16.1,1.0,1.0,10.0,30584.0,1.0,1.0,1.0,1.0,1.0,141.38
7.24,4.0,3.0,2.0,3.0,6.29,0.0,0.0,34.0,33858.0,1.0,0.0,1.0,1.0,1.0,51.12
11.84,4.0,1.0,0.0,2.0,8.58,1.0,0.0,16.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.13
9.36,4.0,2.0,0.0,2.0,17.7,0.0,0.0,13.0,39696.0,0.0,0.0,1.0,1.0,0.0,51.47
4.8,3.0,4.0,4.0,2.0,7.5,1.0,0.0,30.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
4.84,4.0,4.0,0.0,3.0,18.9,0.0,0.0,26.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.91
4.02,3.0,1.0,0.0,3.0,6.3,1.0,0.0,22.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
11.32,4.0,4.0,0.0,2.0,10.6,1.0,0.0,4.0,23598.0,0.0,0.0,0.0,0.0,1.0,146.41
11.24,4.0,1.0,0.0,2.0,19.6,0.0,0.0,3.0,30797.0,1.0,1.0,1.0,1.0,1.0,83.55
3.2,2.0,0.0,0.0,1.0,10.6,0.0,0.0,5.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
3.68,4.0,3.0,0.0,2.0,13.8,1.0,1.0,33.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
1.59,3.0,2.0,0.0,3.0,6.18,1.0,0.0,24.0,21215.0,1.0,0.0,0.0,0.0,0.0,100.44
7.32,4.0,2.0,0.0,3.0,8.73,0.0,0.0,18.0,23759.0,1.0,0.0,1.0,1.0,1.0,89.9
5.56,2.0,3.0,1.0,1.0,6.49,0.0,0.0,23.0,34791.0,0.0,0.0,1.0,1.0,0.0,144.31
3.48,2.0,2.0,0.0,1.0,10.6,1.0,0.0,5.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.84
7.56,2.0,2.0,2.0,3.0,18.3,0.0,0.0,29.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
10.2,4.0,1.0,0.0,3.0,11.9,1.0,1.0,28.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
1.9,2.0,3.0,0.0,1.0,8.22,1.0,1.0,19.0,33858.0,1.0,0.0,1.0,1.0,1.0,122.47
14.56,4.0,3.0,0.0,1.0,12.0,1.0,1.0,11.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
7.4,4.0,2.0,0.0,2.0,7.12,1.0,0.0,34.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
8.4,3.0,0.0,0.0,4.0,19.3,1.0,1.0,19.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
3.38,2.0,1.0,0.0,4.0,13.2,0.0,0.0,13.0,30797.0,1.0,1.0,1.0,1.0,1.0,56.49
3.74,2.0,3.0,3.0,3.0,12.0,1.0,0.0,26.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
8.4,3.0,2.0,0.0,2.0,6.96,1.0,1.0,2.0,23759.0,1.0,0.0,1.0,1.0,1.0,89.9
6.84,3.0,4.0,0.0,3.0,10.5,1.0,1.0,24.0,33858.0,1.0,0.0,1.0,1.0,1.0,109.06
7.92,2.0,1.0,0.0,1.0,16.5,0.0,1.0,29.0,23593.0,0.0,0.0,0.0,0.0,0.0,67.63
6.6,3.0,4.0,0.0,2.0,15.7,1.0,1.0,19.0,30797.0,1.0,1.0,1.0,1.0,1.0,76.88
1.59,3.0,2.0,0.0,1.0,7.18,0.0,0.0,25.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
11.64,4.0,3.0,0.0,4.0,10.8,0.0,0.0,6.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
4.4,4.0,4.0,0.0,2.0,12.8,0.0,0.0,20.0,30797.0,1.0,1.0,1.0,1.0,1.0,53.29
2.73,3.0,4.0,4.0,3.0,11.6,0.0,0.0,33.0,23688.0,1.0,1.0,1.0,1.0,1.0,67.11
5.22,2.0,1.0,0.0,2.0,20.9,1.0,0.0,6.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
6.88,4.0,2.0,0.0,2.0,17.7,1.0,1.0,4.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
7.05,3.0,1.0,1.0,2.0,21.2,0.0,1.0,6.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
7.23,3.0,1.0,0.0,4.0,7.06,1.0,0.0,22.0,23688.0,1.0,1.0,1.0,1.0,1.0,131.81
11.94,3.0,4.0,1.0,1.0,10.0,1.0,0.0,12.0,30584.0,1.0,1.0,1.0,1.0,1.0,148.62
7.14,3.0,2.0,0.0,4.0,11.6,1.0,0.0,12.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.72
4.2,3.0,5.0,0.0,2.0,16.4,1.0,0.0,12.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
2.01,3.0,3.0,2.0,3.0,17.5,0.0,0.0,30.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
5.43,3.0,1.0,1.0,3.0,7.7,0.0,1.0,17.0,27694.0,1.0,1.0,1.0,1.0,1.0,143.83
6.42,2.0,4.0,0.0,3.0,19.8,1.0,0.0,21.0,30584.0,1.0,1.0,1.0,1.0,1.0,105.28
3.68,4.0,0.0,0.0,2.0,6.87,0.0,0.0,7.0,23598.0,0.0,0.0,0.0,0.0,1.0,131.81
10.2,3.0,0.0,0.0,2.0,20.0,1.0,1.0,22.0,20319.0,0.0,0.0,0.0,0.0,0.0,139.19
3.0,5.0,4.0,4.0,2.0,19.9,1.0,0.0,24.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
6.16,4.0,2.0,2.0,1.0,8.44,0.0,1.0,16.0,36509.0,0.0,0.0,0.0,0.0,0.0,96.18
2.8,2.0,4.0,0.0,4.0,7.87,0.0,0.0,27.0,39696.0,0.0,0.0,1.0,1.0,0.0,129.5
11.44,4.0,4.0,0.0,0.0,8.86,0.0,0.0,2.0,38382.0,0.0,0.0,0.0,0.0,0.0,148.62
3.96,3.0,1.0,0.0,1.0,12.4,0.0,1.0,9.0,36509.0,0.0,0.0,0.0,0.0,0.0,137.17
4.9,2.0,1.0,0.0,3.0,12.0,1.0,1.0,34.0,23759.0,1.0,0.0,1.0,1.0,1.0,121.93
3.54,3.0,4.0,0.0,1.0,9.7,1.0,1.0,5.0,27694.0,1.0,1.0,1.0,1.0,1.0,53.45
4.56,3.0,1.0,1.0,3.0,10.7,0.0,1.0,4.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
5.79,3.0,5.0,0.0,1.0,16.1,1.0,0.0,17.0,23688.0,1.0,1.0,1.0,1.0,1.0,126.88
4.74,2.0,2.0,0.0,1.0,12.9,0.0,1.0,13.0,34452.0,1.0,0.0,0.0,0.0,1.0,59.02
9.88,4.0,1.0,0.0,0.0,19.3,0.0,0.0,9.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
2.48,4.0,3.0,1.0,2.0,20.1,1.0,0.0,3.0,30584.0,1.0,1.0,1.0,1.0,1.0,86.79
6.6,3.0,3.0,3.0,2.0,8.28,1.0,0.0,17.0,39696.0,0.0,0.0,1.0,1.0,0.0,62.71
9.04,4.0,4.0,4.0,2.0,13.9,0.0,0.0,23.0,36509.0,0.0,0.0,0.0,0.0,0.0,101.61
4.26,2.0,5.0,0.0,1.0,12.6,1.0,0.0,2.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
5.44,2.0,4.0,0.0,2.0,12.5,1.0,0.0,5.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.01
3.9,5.0,5.0,0.0,1.0,17.9,1.0,0.0,15.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
7.59,3.0,5.0,0.0,2.0,18.7,1.0,0.0,15.0,39696.0,0.0,0.0,1.0,1.0,0.0,68.15
7.35,3.0,0.0,0.0,0.0,18.2,0.0,1.0,16.0,39696.0,0.0,0.0,1.0,1.0,0.0,64.84
3.45,3.0,1.0,1.0,3.0,11.1,1.0,0.0,15.0,23598.0,0.0,0.0,0.0,0.0,1.0,55.96
6.42,2.0,1.0,0.0,3.0,8.47,0.0,1.0,5.0,27694.0,1.0,1.0,1.0,1.0,1.0,82.62
3.52,4.0,2.0,0.0,4.0,19.7,0.0,1.0,17.0,38382.0,0.0,0.0,0.0,0.0,0.0,135.54
2.67,3.0,3.0,1.0,2.0,17.2,0.0,0.0,1.0,38382.0,0.0,0.0,0.0,0.0,0.0,123.63
5.38,2.0,1.0,1.0,3.0,20.5,1.0,0.0,4.0,28206.0,1.0,0.0,0.0,0.0,0.0,124.3
6.69,3.0,4.0,0.0,1.0,7.65,0.0,0.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
4.98,2.0,3.0,0.0,1.0,6.49,1.0,0.0,10.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
4.32,3.0,1.0,0.0,1.0,6.68,0.0,1.0,34.0,20319.0,0.0,0.0,0.0,0.0,0.0,126.24
3.32,4.0,2.0,0.0,1.0,21.0,0.0,0.0,2.0,23688.0,1.0,1.0,1.0,1.0,1.0,106.16
11.44,4.0,4.0,0.0,4.0,9.37,1.0,1.0,23.0,36509.0,0.0,0.0,0.0,0.0,0.0,62.09
9.96,3.0,2.0,0.0,1.0,16.1,0.0,1.0,3.0,30268.0,0.0,0.0,0.0,0.0,0.0,79.95
1.44,2.0,4.0,1.0,3.0,12.0,1.0,1.0,12.0,23112.0,1.0,1.0,1.0,1.0,1.0,60.87
6.4,5.0,4.0,0.0,4.0,6.18,1.0,0.0,1.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.13
5.16,3.0,5.0,3.0,1.0,6.75,1.0,1.0,13.0,20319.0,0.0,0.0,0.0,0.0,0.0,62.27
5.96,2.0,4.0,0.0,2.0,12.8,0.0,0.0,28.0,28206.0,1.0,0.0,0.0,0.0,0.0,129.64
1.59,3.0,4.0,3.0,3.0,12.8,1.0,0.0,28.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
2.36,4.0,2.0,1.0,2.0,21.0,0.0,0.0,9.0,27694.0,1.0,1.0,1.0,1.0,1.0,143.83
